Il faut sauver le soldat Ryan,#,"De
Steven Spielberg",#,"2h 43min
|
Drame,
Guerre",#,"Avec
Ryan Hurst,
Tom Hanks,
Tom Sizemore",#,"3,0",#,"4,4",#,,#,"Alors que les forces alliées débarquent à Omaha Beach, Miller doit conduire son escouade derrière les lignes ennemies pour une mission particulièrement dangereuse : trouver et ramener sain et sauf le simple soldat James Ryan, dont les trois frères sont morts au combat en l'espace de trois jours. Pendant que l'escouade progresse en territoire ...",//
Intouchables,#,"De
Eric Toledano,
Olivier Nakache",#,"1h 52min
|
Biopic,
Comédie,
Drame",#,"Avec
François Cluzet,
Omar Sy,
Anne Le Ny",#,"3,7",#,"4,4",#,,#,"La rencontre improbable, touchante et drôle entre un riche aristocrate, tétraplégique depuis un accident de parapente, et un jeune de banlieue engagé par hasard pour être son aide à domicile...",//
Matrix,#,"De
Lana Wachowski,
Lilly Wachowski",#,"2h 15min
|
Action,
Science Fiction",#,"Avec
Keanu Reeves,
Laurence Fishburne,
Carrie-Anne Moss",#,"3,4",#,"4,4",#,,#,"Programmeur anonyme, Thomas Anderson est aussi l'un des pirates les plus recherchés du cyber-space. Il est contacté par un certain Morpheus. Ensemble, ils se lancent dans une lutte sans retour contre la Matrice et ses terribles agents...",//
Shutter Island,#,"De
Martin Scorsese",#,"2h 17min
|
Thriller",#,"Avec
Leonardo DiCaprio,
Mark Ruffalo,
Ben Kingsley",#,"3,8",#,"4,4",#,,#,"1954. Teddy Daniels et Chuck Aule enquêtent sur la disparition d'une patiente échappée d'un hôpital psychiatrique à sécurité maximale. L'hôpital en question est basé sur Shutter Island, une île située à environ une heure au large de Boston.",//
"Alien, le huitième passager",#,"De
Ridley Scott",#,"1h 56min
|
Epouvante-horreur,
Science Fiction",#,"Avec
Sigourney Weaver,
Tom Skerritt,
Veronica Cartwright",#,"4,4",#,"4,4",#,,#,"Le vaisseau Nostromo et son équipage rentrent sur Terre avec une cargaison de minerai. Mais lors d'un arrêt forcé sur une planète déserte, l'officier Kane se fait agresser par une forme de vie inconnue, une arachnide qui étouffe son visage...",//
Ip Man,#,"De
Wilson Yip",#,"1h 45min
|
Action,
Biopic,
Arts Martiaux",#,"Avec
Donnie Yen,
Simon Yam,
Siu-Wong Fan",#,"4,4",#,--,#,,#,"Film biographique sur la vie de Ip Man, pionnier du Wing Chun et maitre de Bruce Lee.",//
Les Aventuriers de l'Arche perdue,#,"De
Steven Spielberg",#,"1h 56min
|
Action,
Aventure",#,"Avec
Harrison Ford,
Karen Allen,
Paul Freeman",#,"4,6",#,"4,4",#,à partir de 10 ans,#,"1936. L'aventurier Indiana Jones est mandaté pour mettre la main sur le médaillon de Râ, qui serait le premier pas sur le chemin de l'Arche d'Alliance, celle-là même où Moïse conserva les Dix Commandements. Une pièce dont Hitler cherche aussi à s'emparer.",//
Fenêtre sur cour,#,"De
Alfred Hitchcock",#,"1h 50min
|
Policier,
Thriller",#,"Avec
James Stewart,
Grace Kelly,
Wendell Corey",#,"3,9",#,"4,4",#,,#,Un reporter immobilisé par un plâtre observe de sa fenêtre les allées et venues de ses voisins. Le comportement bizarre d'un représentant de commerce l'intrigue à un point tel qu'il le croit meurtrier de sa femme. Fantasme ou réalité ?,//
Le Trou,#,"De
Jacques Becker",#,"2h 12min
|
Drame,
Thriller",#,"Avec
Michel Constantin,
Jean Keraudy,
Philippe Leroy",#,"4,4",#,--,#,,#,"En 1947, un bourgeois, accusé d'avoir tenté de tuer sa femme, est enfermé dans une cellule occupée par quatre détenus qui préparent leur évasion.",//
Full Metal Jacket,#,"De
Stanley Kubrick",#,"1h 56min
|
Drame,
Guerre",#,"Avec
Matthew Modine,
Arliss Howard,
Vincent D'Onofrio",#,"4,8",#,"4,4",#,,#,"Pendant la guerre du Viêt Nam, la préparation et l'entrainement d'un groupe de jeunes marines, jusqu'au terrible baptême du feu et la sanglante offensive du Tết à Huế, en 1968.",//
"La Vie d'O'Haru, Femme Galante",#,"De
Kenji Mizoguchi",#,"2h 16min
|
Drame",#,"Avec
Kinuyo Tanaka,
Toshirô Mifune,
Ichirô Sugai",#,"5,0",#,"4,4",#,,#,"Fille d’une bonne famille aristocratique, introduite à la cour impériale de Kyoto, O-Harru tombe amoureuse d’un homme d’une classe sociale inférieure. Dès lors, sa vie ne sera que tristesse et humiliation. Ce magnifique mélodrame est un portrait de femme bouleversant.",//
Elephant Man,#,"De
David Lynch",#,"2h 05min
|
Biopic,
Drame",#,"Avec
Anthony Hopkins,
John Hurt,
Anne Bancroft",#,"4,8",#,"4,4",#,,#,"Londres, 1884. Le chirurgien Frederick Treves découvre un homme complètement défiguré et difforme, devenu une attraction de foire. John Merrick, "" le monstre "", doit son nom de Elephant Man au terrible accident que subit sa mère.",//
Le Conte de la princesse Kaguya,#,"De
Isao Takahata",#,"2h 17min
|
Animation,
Drame,
Famille",#,"Avec
Aki Asakura,
Kengo Kora,
Takeo Chii",#,"4,5",#,"4,4",#,à partir de 10 ans,#,"Kaguya, « la princesse lumineuse », est un petit être découvert dans la tige d’un bambou par un vieux paysan. La considérant comme un don du ciel, il l’élève avec sa femme, et très vite l’enfant devient une magnifique jeune fille. De la campagne lointaine jusqu’à la grande capitale, sa fascinante beauté suscitera l’engouement auprès de tous ceux qui la rencontrent et elle sera convoitée par cinq nobles princes qui devront relever d’impossibles défis dans l’espoir d’obtenir sa main. Mais le temps venu, elle devra affronter son destin…",//
Barry Lyndon,#,"De
Stanley Kubrick",#,"3h 07min
|
Aventure,
Drame",#,"Avec
Ryan O'Neal,
Marisa Berenson,
Patrick Magee",#,"5,0",#,"4,4",#,,#,"Grandeur et décadence d'un hobereau au XVIIIe siècle, d'abord engagé dans l'armée britannique, puis compagnon d'une comtesse, jeune veuve éplorée.",//
La Vérité,#,"De
Henri-Georges Clouzot",#,"2h 07min
|
Drame",#,"Avec
Brigitte Bardot,
Paul Meurisse,
Charles Vanel",#,"4,9",#,"4,4",#,,#,"Dominique Marceau, une jeune fille provocante, est accusée du meurtre de son ancien amant Gilbert Tellier. Au cours du procès, l'histoire de sa relation avec la victime est reconstituée.",//
Toy Story 3,#,"De
Lee Unkrich",#,"1h 40min
|
Aventure,
Animation,
Comédie",#,"Avec
Jean-Philippe Puymartin,
Tom Hanks,
Richard Darbois",#,"4,7",#,"4,4",#,à partir de 8 ans,#,"Woody le cowboy, Buzz l'Eclair et les autres jouets se retrouvent confrontés à ce qui devait bien arriver un jour : le départ d'Andy pour l'université...",//
Wall-E,#,"De
Andrew Stanton",#,"1h 37min
|
Aventure,
Animation,
Famille",#,"Avec
Ben Burtt,
Elissa Knight,
Jeff Garlin",#,"4,6",#,"4,4",#,à partir de 6 ans,#,"L'histoire d'un petit robot nommé WALL•E, à la recherche du grand amour sur Terre... et dans l'espace !",//
Edward aux mains d'argent,#,"De
Tim Burton",#,"1h 45min
|
Drame,
Fantastique,
Romance",#,"Avec
Johnny Depp,
Winona Ryder,
Dianne Wiest",#,"4,4",#,"4,4",#,à partir de 10 ans,#,"Edward Scissorhands n'est pas un garcon ordinaire. Création d'un inventeur, il a recu un coeur pour aimer, un cerveau pour comprendre. Mais son concepteur est mort avant d'avoir pu terminer son oeuvre...",//
Mommy,#,"De
Xavier Dolan",#,"2h 19min
|
Drame",#,"Avec
Anne Dorval,
Antoine-Olivier Pilon,
Suzanne Clément",#,"4,3",#,"4,4",#,,#,"Une veuve mono-parentale hérite de la garde de son fils, un adolescent profondément turbulent. Ensemble, ils tentent de joindre les deux bouts, notamment grâce à l’aide inattendue de la mystérieuse voisine d’en face, Kyla.",//
La Ruée vers l'or,#,"De
Charles Chaplin",#,"1h 12min
|
Comédie",#,"Avec
Charles Chaplin,
Mack Swain,
Tom Murray",#,"5,0",#,"4,4",#,à partir de 8 ans,#,"1898, Nord-Ouest du Canada. Alors que des milliers d’aventuriers arpentent le Klondike en quête du métal précieux, Charlot est surpris par une tempête de neige. Il trouve refuge dans une cabane isolée et fait la rencontre de Big Jim McKay et du terrible Black Larsen…",//
Bohemian Rhapsody,#,"De
Bryan Singer",#,"2h 15min
|
Biopic,
Drame",#,"Avec
Rami Malek,
Gwilym Lee,
Lucy Boynton",#,"3,0",#,"4,3",#,,#,"Du succès fulgurant de Freddie Mercury à ses excès, risquant la quasi-implosion du groupe, jusqu’à son retour triomphal sur scène lors du concert Live Aid, alors qu’il était frappé par la maladie, découvrez la vie exceptionnelle d’un homme qui continue d’inspirer les outsiders, les rêveurs et tous ceux qui aiment la musique.",//
Prisoners,#,"De
Denis Villeneuve",#,"2h 33min
|
Thriller",#,"Avec
Hugh Jackman,
Jake Gyllenhaal,
Viola Davis",#,"3,8",#,"4,3",#,,#,"Dans la banlieue de Boston, deux fillettes de 6 ans, Anna et Joy, ont disparu. Le détective Loki privilégie la thèse du kidnapping suite au témoignage de Keller, le père d’Anna. Le suspect numéro 1 est rapidement arrêté mais est relâché quelques jours plus tard faute de preuve, entrainant la fureur de Keller.",//
La Grande Vadrouille,#,"De
Gérard Oury",#,"2h 12min
|
Comédie",#,"Avec
 Bourvil,
Louis de Funès,
Claudio Brook",#,"3,8",#,"4,3",#,à partir de 10 ans,#,"En 1942, un avion anglais est abattu par les Allemands au-dessus de Paris. Les trois pilotes sautent en parachute et atterrissent dans différents endroits de la capitale.",//
Sueurs froides,#,"De
Alfred Hitchcock",#,"2h 09min
|
Drame,
Thriller",#,"Avec
James Stewart,
Kim Novak,
Barbara Bel Geddes",#,"3,8",#,"4,3",#,,#,"Rendu responsable de la mort d'un collègue, Scottie, sujet au vertige, quitte la police. Une ancienne relation le contacte afin qu'il suive son épouse, possédée selon lui par l'esprit de son aïeule. Scottie s'éprend bientôt de la jeune femme.",//
Titanic,#,"De
James Cameron",#,"3h 14min
|
Drame,
Romance",#,"Avec
Leonardo DiCaprio,
Kate Winslet,
Billy Zane",#,"4,9",#,"4,3",#,à partir de 10 ans,#,"Southampton, 10 avril 1912. Le paquebot le plus grand et le plus moderne du monde, réputé pour son insubmersibilité, le Titanic appareille pour son premier voyage. Quatre jours plus tard, il heurte un iceberg. A son bord, un artiste pauvre et une grande bourgeoise tombent amoureux.",//
Shining,#,"De
Stanley Kubrick",#,"2h 23min
|
Epouvante-horreur,
Thriller",#,"Avec
Jack Nicholson,
Jean-Louis Trintignant,
Shelley Duvall",#,"4,0",#,"4,3",#,,#,"Dans un immense hôtel, vide de clients et noyé sous la neige, un écrivain en panne d'inspiration sombre peu à peu dans une folie meurtrière incontrôlable.",//
Lettre d'une inconnue,#,"De
Max Ophüls",#,"1h 27min
|
Drame,
Romance",#,"Avec
Joan Fontaine,
Louis Jourdan,
Mady Christians",#,"4,3",#,--,#,,#,"Vienne 1900. Quelques heures avant l’aube et sur le point d’affronter en duel un adversaire, un mari trompé, qu’il a d’ailleurs l’intention de fuir, Stefan Brand, ex-pianiste célèbre, homme à femmes, reçoit une longue missive d’une inconnue, Lisa Berndle.",//
La Mort aux trousses,#,"De
Alfred Hitchcock",#,"2h 16min
|
Aventure,
Policier,
Espionnage",#,"Avec
Cary Grant,
Eva Marie Saint,
James Mason",#,"4,6",#,"4,3",#,,#,"Le publiciste Roger Tornhill se retrouve par erreur dans la peau d'un espion. Pris entre une mystérieuse organisation qui cherche à le supprimer et la police qui le poursuit, Tornhill est dans une situation bien inconfortable.",//
Vivre,#,"De
Akira Kurosawa",#,"2h 23min
|
Drame",#,"Avec
Takashi Shimura,
Shin'ichi Himori,
Haruo Tanaka",#,"4,3",#,--,#,,#,"Atteint d'un cancer, Watanabe, chef de service du génie civil, décide de réaliser le projet qu'il avait tout d'abord repoussé, celui d'assainir un terrain vague du quartier de Hureocho pour que les enfants puissent jouer dans un véritable jardin.",//
Reservoir Dogs,#,"De
Quentin Tarantino",#,"1h 39min
|
Policier,
Thriller",#,"Avec
Harvey Keitel,
Tim Roth,
Michael Madsen",#,"4,5",#,"4,3",#,,#,"Parce qu'un hold-up a échoué lamentablement, des truands vont s'entretuer, persuadés que l'un des leurs est un traître qui les a vendus à la police.",//
Alabama Monroe,#,"De
Felix Van Groeningen",#,"1h 49min
|
Drame",#,"Avec
Johan Heldenbergh,
Veerle Baetens,
Nell Cattrysse",#,"3,7",#,"4,3",#,,#,"Didier et Élise vivent une histoire d'amour passionnée et rythmée par la musique. Lui, joue du banjo dans un groupe de Bluegrass Country et vénère l'Amérique. Elle, tient un salon de tatouage et chante dans le groupe de Didier. De leur union fusionnelle naît une fille, Maybelle...",//
The Truman Show,#,"De
Peter Weir",#,"1h 43min
|
Comédie,
Drame",#,"Avec
Jim Carrey,
Laura Linney,
Natascha McElhone",#,"3,6",#,"4,3",#,,#,"Truman Burbank mène une vie calme et heureuse. Il habite dans un petit pavillon propret de la radieuse station balnéaire de Seahaven. Il part tous les matins à son bureau d'agent d'assurances dont il ressort huit heures plus tard pour regagner son foyer, savourer le confort de son habitat modèle, la bonne humeur inaltérable et le sourire mécanique de sa femme, Meryl. Mais parfois, Truman étouffe sous tant de bonheur et la nuit l'angoisse le submerge. Il se sent de plus en plus étranger, comme si son entourage jouait un rôle. Il se sent observé...",//
Danse avec les loups,#,"De
Kevin Costner,
Kevin Reynolds",#,"3h 54min
|
Western",#,"Avec
Kevin Costner,
Mary McDonnell,
Rodney A. Grant",#,"5,0",#,"4,3",#,,#,"Le jeune lieutenant John Dunbar est envoyé à un poste de reconnaissance dans les immenses plaines du Dakota pendant la guerre de Sécession. Il rencontre au cours de l'une de ses missions de reconnaissance le peuple sioux.Le lieutenant se lie d'amitié avec la population indienne. Il arrive même à intégrer la tribu, au point d'être surnommé ...",//
1917,#,"De
Sam Mendes",#,"1h 59min
|
Drame,
Guerre",#,"Avec
George MacKay,
Dean-Charles Chapman,
Mark Strong",#,"4,2",#,"4,3",#,,#,"Pris dans la tourmente de la Première Guerre Mondiale, Schofield et Blake, deux jeunes soldats britanniques, se voient assigner une mission à proprement parler impossible. Porteurs d’un message qui pourrait empêcher une attaque dévastatrice et la mort de centaines de soldats, dont le frère de Blake, ils se lancent dans une véritable course contre la montre, derrière les lignes ennemies.",//
Umberto D.,#,"De
Vittorio De Sica",#,"1h 29min
|
Drame",#,"Avec
Carlo Battisti,
Maria-Pia Casilio,
Lina Gennari",#,"4,5",#,"4,3",#,,#,"Fonctionnaire à la retraite, Umberto ne parvient plus à subvenir à ses besoins. N’ayant pour seul refuge qu’une pension en piteux état, le vieil homme occupe ses journées à trouver de quoi manger avec pour seul compagnon son chien Flike. Lorsque sa propriétaire menace de l’expulser, Umberto n’a plus qu’à compter sur l’appui de Maria, la jeune femme de chambre qu’il a prise sous son aile...",//
Les Rapaces,#,"De
Erich Von Stroheim",#,"1h 40min
|
Drame",#,"Avec
Gibson Gowland,
Zasu Pitts,
Jean Hersholt",#,"5,0",#,"4,3",#,,#,"Mac Teague, un naïf dentiste, rencontre à San Francisco une jeune fille fiancée à l'un de ses amis...",//
Là-haut,#,"De
Pete Docter,
Bob Peterson",#,"1h 35min
|
Aventure,
Animation,
Famille",#,"Avec
Charles Aznavour,
Edward Asner,
Tom Trouffier",#,"4,6",#,"4,3",#,à partir de 8 ans,#,"Carl Fredricksen, vendeur de ballons à la retraite, s’envole vers le ciel en attachant des milliers de ballons à sa maison. Un jeune garçon nommé Russell devient un passager clandestin de son voyage.",//
Chantons sous la pluie,#,"De
Stanley Donen,
Gene Kelly",#,"1h 43min
|
Comédie musicale",#,"Avec
Jean Hagen,
Gene Kelly,
Debbie Reynolds",#,"4,8",#,"4,3",#,à partir de 8 ans,#,"Les films muets laissent place aux films parlants - et le danseur devenu chanteur est lui aussi pris dans cette transition compliquée, tout comme son ami, sa petite amie et sa désagréable co-star.",//
La Vie est belle,#,"De
Frank Capra",#,"2h 09min
|
Comédie,
Comédie dramatique,
Drame",#,"Avec
James Stewart,
Donna Reed,
Lionel Barrymore",#,"5,0",#,"4,3",#,,#,"Le décès de son père oblige un homme à reprendre l'entreprise familiale de prêts à la construction, qui permet aux plus déshérités de se loger. Il entre en conflit avec l'homme le plus riche de la ville, qui tente de ruiner ses efforts...",//
Le Sixième Sens,#,"De
M. Night Shyamalan",#,"1h 47min
|
Drame,
Thriller",#,"Avec
Bruce Willis,
Haley Joel Osment,
Toni Collette",#,"4,0",#,"4,3",#,,#,"Connu pour son engagement et ses résultats remarquables, le docteur Malcolm Crowe, un psychologue pour enfants, est amené à s'occuper du jeune Cole Sear, un garçon de 9 ans, doué d'un ""sixième sens"" qui lui révèle certains événements du passé et le confronte à des visions macabres et terrifiantes...",//
Fanny et Alexandre - Partie 2,#,"De
Ingmar Bergman",#,"2h 26min
|
Drame",#,"Avec
Pernilla Allwin,
Bertil Guve,
Kristina Adolphson",#,"4,3",#,--,#,,#,"Dans cette nouvelle demeure, il règne une atmosphère sévère et ascétique. Fanny et Alexandre sont soumis à son autorité impitoyable. Edvard Vergerus est sec de cœur, aveuglé par ses principes, et par conséquent incapable d’empathie... Quel va être leur quotidien; quel drame va-t-il se dénouer ?",//
Les Contes de la lune vague après la pluie,#,"De
Kenji Mizoguchi",#,"1h 37min
|
Drame,
Fantastique",#,"Avec
Machiko Kyô,
Mitsuko Mito,
Kinuyo Tanaka",#,"5,0",#,"4,3",#,,#,"XVIe siècle. Deux villageois ambitieux partent à l’aventure : le potier Genjuro désire profiter de la guerre pour s’enrichir, le paysan Tobei rêve de devenir un grand samouraï. À la ville, Genjuro est entraîné par une belle et étrange princesse dans son manoir où il succombe à ses sortilèges...",//
La Trilogie Marseillaise de Marcel Pagnol : César,#,"De
Marcel Pagnol",#,"2h 12min
|
Comédie dramatique",#,"Avec
 Raimu,
Pierre Fresnay,
Fernand Charpin",#,"4,3",#,--,#,,#,"Fanny, abandonnée par Marius, épouse Panisse qui adopte Césariot, l’enfant de l’amour, et l’élève comme son fils. Aujourd’hui, Césariot est adulte et Panisse se meurt. Fanny révèle la vérité à son fils qui décide alors de partir à la recherche de Marius, son père…",//
Capharnaüm,#,"De
Nadine Labaki",#,"2h 00min
|
Drame",#,"Avec
Zain Al Rafeea,
Cedra Izam,
Nadine Labaki",#,"3,0",#,"4,3",#,,#,"À l'intérieur d'un tribunal, Zain, un garçon de 12 ans, est présenté devant le juge. À la question : "" Pourquoi attaquez-vous vos parents en justice ? "", Zain lui répond : "" Pour m'avoir donné la vie ! "". Capharnaüm retrace l'incroyable parcours de cet enfant en quête d'identité et qui se rebelle contre la vie qu'on cherche à lui imposer.",//
Voyage à Tokyo,#,"De
Yasujirô Ozu",#,"2h 16min
|
Drame",#,"Avec
Chishû Ryû,
Chieko Higashiyama,
Setsuko Hara",#,"4,8",#,"4,3",#,,#,"Un couple de personnes âgées rend visite à leurs enfants à Tokyo. D'abord reçus avec les égards qui leur sont dus, ils deviennent bientôt dérangeants dans leur vie quotidienne.",//
Les Tontons flingueurs,#,"De
Georges Lautner",#,"1h 45min
|
Comédie,
Policier",#,"Avec
Lino Ventura,
Bernard Blier,
Francis Blanche",#,"3,8",#,"4,3",#,,#,"La vie de Fernand Naudin, ex-truand devenu depuis petit propriétaire d'une usine de tracteurs, est bouleversée quand son ami d'enfance, un gangster notoire, l'appelle à son chevet...",//
Le Cercle des poètes disparus,#,"De
Peter Weir",#,"2h 08min
|
Comédie,
Comédie dramatique,
Drame",#,"Avec
Robin Williams,
Ethan Hawke,
Robert Sean Leonard",#,"4,0",#,"4,3",#,,#,"Todd Anderson, un garçon plutôt timide, est envoyé dans la prestigieuse académie de Welton, réputée pour être l'une des plus fermées et austères des États-Unis, là où son frère avait connu de brillantes études.C'est dans cette université qu'il va faire la rencontre d'un professeur de lettres anglaises plutôt étrange, Mr Keating, ...",//
Entre le ciel et l'enfer,#,"De
Akira Kurosawa",#,"2h 23min
|
Drame,
Thriller",#,"Avec
Toshirô Mifune,
Tatsuya Nakadai,
Kyôko Kagawa",#,"3,9",#,"4,3",#,,#,"Actionnaire d’une grande fabrique de chaussures, Kingo Gondo décide de rassembler tous ses biens pour racheter les actions nécessaires pour devenir majoritaire. C’est alors qu’on lui apprend qu’on a enlevé son fils et qu’une rançon est exigée. Mais, second coup de théâtre, c’est le fils de son chauffeur qui a été enlevé…",//
Top Gun: Maverick,#,"De
Joseph Kosinski",#,"2h 11min
|
Action",#,"Avec
Tom Cruise,
Miles Teller,
Jennifer Connelly",#,"3,7",#,"4,3",#,,#,"Après avoir été l’un des meilleurs pilotes de chasse de la Marine américaine, Pete “Maverick"" Mitchell continue à repousser ses limites en tant que pilote d'essai. Il est chargé de former un détachement de jeunes diplômés de l’école Top Gun pour une mission spéciale qu’aucun pilote n'aurait jamais imaginée.",//
Quand passent les cigognes,#,"De
Mikhail Kalatozov",#,"1h 37min
|
Drame,
Romance,
Guerre",#,"Avec
Tatiana Samoilova,
Aleksey Batalov,
Vasili Merkuryev",#,"4,2",#,"4,3",#,,#,"Moscou, 1941. Veronika et Boris sont éperdument amoureux. Mais lorsque l’Allemagne envahit la Russie, Boris s’engage et part sur le front. Mark, son cousin, évite l’enrôlement et reste auprès de Veronika qu’il convoite...",//
Léon,#,"De
Luc Besson",#,"1h 43min
|
Action,
Policier,
Drame",#,"Avec
Jean Reno,
Gary Oldman,
Natalie Portman",#,"2,0",#,"4,3",#,,#,"Un tueur à gages répondant au nom de Léon prend sous son aile Mathilda, une petite fille de douze ans, seule rescapée du massacre de sa famille. Bientôt, Léon va faire de Mathilda une ""nettoyeuse"", comme lui...",//
Le Garçon et la Bête,#,"De
Mamoru Hosoda",#,"1h 59min
|
Aventure,
Animation",#,"Avec
Koji Yakusho,
Aoi Miyazaki,
Shôta Sometani",#,"4,0",#,"4,3",#,,#,"Shibuya, le monde des humains, et Jutengai, le monde des Bêtes... C'est l'histoire d'un garçon solitaire et d'une Bête seule, qui vivent chacun dans deux mondes séparés. Un jour, le garçon se perd dans le monde des Bêtes où il devient le disciple de la Bête Kumatetsu qui lui donne le nom de Kyuta.",//
Les Misérables - Les Thénardier,#,"De
Raymond Bernard",#,"1h 21min
|
Drame",#,"Avec
Harry Baur,
Charles Vanel,
Paul Azaïs",#,"5,0",#,"4,3",#,,#,"Jean Valjean recueille Cosette et l'emmène vivre à Paris. Des années plus tard, elle rencontre un jeune homme, Marius, qui a pour voisins les Thénardier, appauvris et assoiffés de vengeance. Deuxième partie d'une des plus célèbres adaptations du roman de Victor Hugo.",//
Incendies,#,"De
Denis Villeneuve",#,"2h 03min
|
Drame",#,"Avec
Rémy Girard,
Lubna Azabal,
Mélissa Désormeaux-Poulin",#,"3,8",#,"4,3",#,,#,"A la mort de leur mère, un frère et une soeur décident de se rendre au Liban à la recherche de leur père, de leur frère et de leur histoire familiale.",//
La Nuit du chasseur,#,"De
Charles Laughton",#,"1h 32min
|
Drame,
Epouvante-horreur,
Thriller",#,"Avec
Robert Mitchum,
Shelley Winters,
Lillian Gish",#,"5,0",#,"4,3",#,,#,"Un prêcheur inquiétant poursuit dans l'Amérique rurale deux enfants dont le père vient d'être condamné pour vol et meurtre. Avant son incarcération, le père leur avait confié dix mille dollars, dont ils ne doivent révéler l'existence à personne...",//
L'Inconnu,#,"De
Tod Browning",#,"1h 05min
|
Drame,
Romance",#,"Avec
Lon Chaney,
Joan Crawford,
Nick De Ruiz",#,"5,0",#,"4,3",#,,#,"Alonzo, ""l'homme sans bras"" d'un cirque installé à Madrid, tire à la carabine et lance des poignards avec ses pieds sur Estrellita, sa jolie partenaire dont il est secrètement amoureux. Mais l'hercule Malabar convoite également la jeune fille...",//
Mirage de la vie,#,"De
Douglas Sirk",#,"2h 05min
|
Drame,
Romance",#,"Avec
Lana Turner,
John Gavin,
Sandra Dee",#,"4,3",#,"4,3",#,,#,"Dans les années 1950, deux femmes, l’une blanche et l’autre noire, élèvent ensemble leurs filles. Mais lorsque celles-ci grandissent, des conflits vont conduire au drame...",//
Citizen Kane,#,"De
Orson Welles",#,"1h 59min
|
Drame",#,"Avec
Orson Welles,
Joseph Cotten,
Dorothy Comingore",#,"4,8",#,"4,3",#,,#,"A la mort du milliardaire Charles Foster Kane, un grand magnat de la presse, Thompson, un reporter, enquête sur sa vie. Les contacts qu'il prend avec ses proches lui font découvrir un personnage gigantesque, mégalomane, égoïste et solitaire.",//
Avengers: Infinity War,#,"De
Joe Russo,
Anthony Russo",#,"2h 36min
|
Action,
Aventure,
Science Fiction",#,"Avec
Robert Downey Jr.,
Chris Hemsworth,
Mark Ruffalo",#,"3,4",#,"4,3",#,,#,Les Avengers et leurs alliés devront être prêts à tout sacrifier pour neutraliser le redoutable Thanos avant que son attaque éclair ne conduise à la destruction complète de l’univers.,//
The Dark Knight Rises,#,"De
Christopher Nolan",#,"2h 44min
|
Action,
Thriller",#,"Avec
Christian Bale,
Gary Oldman,
Tom Hardy",#,"3,6",#,"4,3",#,,#,"Il y a huit ans, Batman a disparu dans la nuit : lui qui était un héros est alors devenu un fugitif. Mais l'arrivée à Gotham de Bane, terroriste masqué, risque d'arracher Bruce à l'exil qu'il s'est imposé. Pourtant, Batman n'est peut-être plus de taille à affronter Bane…",//
Les Misérables - Une tempête sous un crâne,#,"De
Raymond Bernard",#,"1h 41min
|
Drame",#,"Avec
Harry Baur,
Charles Vanel,
 Florelle",#,"5,0",#,"4,3",#,,#,"Le forçat Jean Valjean, libéré du bagne, devient un honorable bourgeois. Il promet à une pauvre femme qui se meurt de s'occuper de sa petite fille martyrisée par d'avares aubergistes.",//
Les Nuits de Cabiria,#,"De
Federico Fellini",#,"1h 55min
|
Drame",#,"Avec
Giulietta Masina,
François Périer,
Franca Marzi",#,"4,5",#,"4,3",#,,#,"A Rome, après quelques mésaventures, une jeune prostituée un peu naïve s'en va exercer son métier dans les beaux quartiers, où elle rencontre un grand acteur.",//
Le Château ambulant,#,"De
Hayao Miyazaki",#,"1h 59min
|
Aventure,
Animation,
Fantastique",#,"Avec
Chieko Baishô,
Takuya Kimura,
Akihiro Miwa",#,"4,3",#,"4,3",#,à partir de 8 ans,#,"La jeune Sophie, 18 ans, travaille inlassablement dans la chapellerie autrefois tenue par son père, malheureusement décédé. Résignée à son sort, c’est lors de l’une de ses rares sorties en ville qu’elle fait la connaissance du beau Hauru, un magicien. Mais la sorcière des Landes, jalouse de cette rencontre, jette un sort à Sophie, la transformant en vieille dame. Accablée par sa nouvelle apparence, Sophie s’enfuit dans les montagnes et tombe sur la demeure de Hauru : son Château Ambulant. Et si tout ceci n’était que le commencement d’une merveilleuse histoire ?",//
Barberousse,#,"De
Akira Kurosawa",#,"3h 05min
|
Drame",#,"Avec
Toshirô Mifune,
Yûzô Kayama,
Tsutomu Yamazaki",#,"5,0",#,"4,3",#,,#,"Au 19e siècle, Noboru est affecté dans une clinique où le médecin chef, surnommé Barberousse, est entièrement dévoué à la cause des déshérités. D'abord réticent, Noboru est peu à peu fasciné par cet homme au coeur pur...",//
Baby Cart la saga,#,"De
Kenji Misumi",#,Action,#,"Avec
Tomisaburo Wakayama",#,"4,5",#,"4,3",#,,#,L'intégrale de la saga culte composée de ses six volets.,//
Les Chaussons rouges,#,"De
Michael Powell,
Emeric Pressburger",#,"2h 13min
|
Drame,
Musical,
Romance",#,"Avec
Anton Walbrook,
Moira Shearer,
Marius Goring",#,"5,0",#,"4,3",#,,#,"Vicky, danseuse, et Julian, compositeur, sont engagés dans une troupe de ballet. Tyrannique, le directeur pousse Vicky à s'identifier à l'héroïne du ballet ""Les Chaussons rouges"". Elle y sacrifie tout, même son amour pour Julien.",//
